isocode,country,agroecological_zones,administrative_areas,agricultural_practices,measuredItemCPC,crop,scientific_name,botanical_family,other_names,additional_information,planting_period_onset,,planting_period_end,sowing_planting_rate,sowing_planting_rate_range,sowing_planting_rate_unit,length_of_the_cropping_cycle,harvesting_period_onset,harvesting_period_end,comments,harvesting_month_onset,harvesting_month_end,sowing_month_start,sowing_month_end,,,,
MWI,Malawi,Medium altitude areas,"Typical examples of such areas include Lilongwe to Kasungu plain, Upper South Rukuru Valley, Shire Highlands and the Chitipa plain.","Major agriculture practice is maize, others include tobacco, groundnut, soybean, cassava, sweetpotato, sunflower, sesame, finger millet, vegetables.",01214,Lettuce,Lactuca sativa L.,Asteraceae,,,1-Jan,1-Jan,31/12,,0.5,kg/ha,,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
MLI,Mali,Interior Delta and Lacustral Zone,"Timbuktu (Niafunke, Dire, Goundam, Rharous); Mopti (Tenenkoun, Djenné Youwarou); Segou (Macina, Bla).",The main agricultural practices are: livestock transhumance and recessional cultivation; livestock transhumance and cultivation of rainfed crops; cultivation of irrigated crops.,0114,Sorghum,Sorghum bicolor (L.) Moench,Poaceae,,Fall,1-Jan,1-Jan,28/02,,7-Jun,kg/ha,90-100 days,4-Jan,31/05,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,4,5,,,,,,
MLI,Mali,Sahelian zone,"Gao (Ansongo,Bourem, Menaka); Tombouctou (Niafunke,Goundam, Dire,Gourma Rharous) Mopti (Djenne, Tenenkou,Bandiagara,Koro,Youwarou, Douentza, Bankass); Segou (San, Bla, Tomian, Macina, Niono, Baraoueli);  Kayes  (Kita, Bafoulabe, Kenieba,Yelimane, Nioro Di","The agricultural practices comprise several pastoral systems: -pastoral system associated with rainfed crops, vegetables and date palms; -pastoral system associated with recessional crops.",01802,Sugarcane,Saccharum officinarum L.,Poaceae,,,1-Jan,1-Jan,28/02,,"5,000-7,000",kg/ha,365 days,12-Jan,31/01,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,12,1,,,,,,
MRT,Mauritania,River Zone,"Comprises the south of 4 wilayas (Regions): Trarza (the Moughataa of Boghé, Bababé and M'Bagne),  Gorgol (the Moughataa of Kaédi and Maghama),  Guidimakha (the Moughataa of Sélibaby)","Agriculture: dominant. Rainfed and subsidence crops: sorghum, millet, maize, cowpea, groundnut, watermelon, etc). Irrigated crops: rice, maize, sorghum, vegetables, fruit trees. Cultural techniques: dominated by manual practices. Riziculture: manual in Upper River (Brakna, Gorgol, Guidimakha), semi mechanized in lower River (Trarza for land preparation and harvesting). Use of herbicides: frequent.",01312,Bananas,Musa ×paradisiaca L.,Musaceae,,,1-Jan,1-Jan,31/12,,"2,500",sprouts/ha,270-360 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
MRT,Mauritania,Maritime Zone,"Comprises the District of Nouakchott, the wilaya (Region) of Dakhelet Nouadhibou. More than a quarter of the Mauritanian population lives in this zone.","Vegetable cropping and dairy animal rearing (cows, camels) are dominant activities of this zone. Vegetable production is decreasing because of the abandonment of the irrigation by the waste water of processing industries; the competition of imports (Morocco, Senegal) and the national production from other agro-ecological zones of the country.",01212,"Cabbage, common",Brassica oleracea L. var. capitata,Brassicaceae,,,1-Jan,1-Jan,31/12,,2-Jan,kg/ha,100-120 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
MRT,Mauritania,Maritime Zone,"Comprises the District of Nouakchott, the wilaya (Region) of Dakhelet Nouadhibou. More than a quarter of the Mauritanian population lives in this zone.","Vegetable cropping and dairy animal rearing (cows, camels) are dominant activities of this zone. Vegetable production is decreasing because of the abandonment of the irrigation by the waste water of processing industries; the competition of imports (Morocco, Senegal) and the national production from other agro-ecological zones of the country.",01251,Carrot,Daucus carota L.,Apiaceae,,,1-Jan,1-Jan,31/12,,8-May,kg/ha,,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
MRT,Mauritania,Arid Zone,"Comprises the  wilayas (Regions) of Tiris Zemmour, Adrar, Inchiri and Tagant, the Moughataa of Boumdeïd (Assaba), Tamchakett (Hodh El Gharbi) and Oulata (Hodh Echarghui)","Oasis-type agriculture: date palm dominated with sub stages of fruit trees, cereals (wheat, oat), vegetables (carrot, tomato, cabbage and forage (alfalfa). Sometimes recessional crops are found around oases and behind dams on limono sandy soils.",01233,Eggplant,Solanum melongena L.,Solanaceae,Aubergine,,1-Jan,1-Jan,31/12,,0.3,kg/ha,90-120 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
MRT,Mauritania,River Zone,"Comprises the south of 4 wilayas (Regions): Trarza (the Moughataa of Boghé, Bababé and M'Bagne),  Gorgol (the Moughataa of Kaédi and Maghama),  Guidimakha (the Moughataa of Sélibaby)","Agriculture: dominant. Rainfed and subsidence crops: sorghum, millet, maize, cowpea, groundnut, watermelon, etc). Irrigated crops: rice, maize, sorghum, vegetables, fruit trees. Cultural techniques: dominated by manual practices. Riziculture: manual in Upper River (Brakna, Gorgol, Guidimakha), semi mechanized in lower River (Trarza for land preparation and harvesting). Use of herbicides: frequent.",01233,Eggplant,Solanum melongena L.,Solanaceae,Aubergine,,1-Jan,1-Jan,31/12,,0.3,kg/ha,90-120 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
MRT,Mauritania,Sahelian Zone,"Comprises 3 wilayas (Regions): Assaba, 2 Hodhs without Moughataa (Divisions), Ould Yengé (Guidimakha), Mbout and Monguel (Gorgol), Aleg and Magta-Lahjar (Brakna), Mederdra and R'Kiz (Trarza).","Rainfed crops and crops grown under dam (sorghum, millet, maize, cowpea). Mixed cropping is common and fertilizer use is rare. Use of animal traction: rare. Use of manure: frequent. Cultural operations: manual. Crop protection: seed treatments with fungicides. Use of improved varieties: rare. Vegetable cropping: developed by women cooperatives.",01233,Eggplant,Solanum melongena L.,Solanaceae,Aubergine,,1-Jan,1-Jan,31/12,,0.3,kg/ha,90-120 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
MRT,Mauritania,Maritime Zone,"Comprises the District of Nouakchott, the wilaya (Region) of Dakhelet Nouadhibou. More than a quarter of the Mauritanian population lives in this zone.","Vegetable cropping and dairy animal rearing (cows, camels) are dominant activities of this zone. Vegetable production is decreasing because of the abandonment of the irrigation by the waste water of processing industries; the competition of imports (Morocco, Senegal) and the national production from other agro-ecological zones of the country.",01214,Lettuce,Lactuca sativa L.,Asteraceae,,,1-Jan,1-Jan,31/12,,1,kg/ha,60-75 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
MRT,Mauritania,Maritime Zone,"Comprises the District of Nouakchott, the wilaya (Region) of Dakhelet Nouadhibou. More than a quarter of the Mauritanian population lives in this zone.","Vegetable cropping and dairy animal rearing (cows, camels) are dominant activities of this zone. Vegetable production is decreasing because of the abandonment of the irrigation by the waste water of processing industries; the competition of imports (Morocco, Senegal) and the national production from other agro-ecological zones of the country.",0122,Melon,Cucumis melo L.,Cucurbitaceae,,,1-Jan,1-Jan,31/12,,5-Mar,kg/ha,100-140 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
MRT,Mauritania,Maritime Zone,"Comprises the District of Nouakchott, the wilaya (Region) of Dakhelet Nouadhibou. More than a quarter of the Mauritanian population lives in this zone.","Vegetable cropping and dairy animal rearing (cows, camels) are dominant activities of this zone. Vegetable production is decreasing because of the abandonment of the irrigation by the waste water of processing industries; the competition of imports (Morocco, Senegal) and the national production from other agro-ecological zones of the country.",01221,Watermelon,Citrullus lanatus (Thunb.) Matsum. & Nakai,Cucurbitaceae,,,1-Jan,1-Jan,31/12,,5-Mar,kg/ha,100-150 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
MUS,Mauritius,Central Plateau ,"The regions covered are La Marie , Plaine Sophie, Chamarel, St Pierre, Henrietta, La Brasserie, Nouvelle France, Highlands.","Major crops grown are onion, potato, crucifers, carrots and green vegetables. Due to the cool climate specific crops are grown and creepers are limited to cucumber and pumpkin. Tea plantations were predominant in the early 80s and were partly removed and replaced by sugar cane plantation in the late 90s.",01312,Bananas,Musa ×paradisiaca L.,Musaceae,,,1-Jan,1-Jan,31/12,,"2,000",sprouts/ha,270 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
MUS,Mauritius,Coastal Belt,"The regions covered are Plaisance, Beau Champ, Mon Choisy, Belle Mare, Medine, Bel Ombre","Major vegetables crops grown are onion, Brinjal, creepers, tomato, chillies. Sugar cane plantation are mostly found in the marginal lands which are being abondoned in the actual context. Most of the irrigation projects are found in these regions, plots of state land are being parcelled into settlements  of defined size and leased to Agricultural Cooperatives. The irrigation system used are mainly overhead sprinkler. Pineapple has been cultivated in particular regions over large extent.",01312,Bananas,Musa ×paradisiaca L.,Musaceae,,,1-Jan,1-Jan,31/12,,"2,000",sprouts/ha,270 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
MUS,Mauritius,Inlands,"The regions covered are Rose Belle, Pamplemousse, Queen Victoria, Fuel, Palma, La Martiniere","Nearly all major vegetables crops are grown. Sugar cane plantation predominant. Most fruits orchards found eg. litchi, citrus, banana, pawpaw.",01312,Bananas,Musa ×paradisiaca L.,Musaceae,,,1-Jan,1-Jan,31/12,,"2,000",sprouts/ha,270 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
MUS,Mauritius,Coastal Belt,"The regions covered are Plaisance, Beau Champ, Mon Choisy, Belle Mare, Medine, Bel Ombre","Major vegetables crops grown are onion, Brinjal, creepers, tomato, chillies. Sugar cane plantation are mostly found in the marginal lands which are being abondoned in the actual context. Most of the irrigation projects are found in these regions, plots of state land are being parcelled into settlements  of defined size and leased to Agricultural Cooperatives. The irrigation system used are mainly overhead sprinkler. Pineapple has been cultivated in particular regions over large extent.",01241,"Bean, green",Phaseolus vulgaris L.,Fabaceae,,,1-Jan,1-Jan,31/12,,50-90,kg/ha,60-75 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
MUS,Mauritius,Inlands,"The regions covered are Rose Belle, Pamplemousse, Queen Victoria, Fuel, Palma, La Martiniere","Nearly all major vegetables crops are grown. Sugar cane plantation predominant. Most fruits orchards found eg. litchi, citrus, banana, pawpaw.",01241,"Bean, green",Phaseolus vulgaris L.,Fabaceae,,,1-Jan,1-Jan,31/12,,50-90,kg/ha,60-75 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
MUS,Mauritius,Central Plateau ,"The regions covered are La Marie , Plaine Sophie, Chamarel, St Pierre, Henrietta, La Brasserie, Nouvelle France, Highlands.","Major crops grown are onion, potato, crucifers, carrots and green vegetables. Due to the cool climate specific crops are grown and creepers are limited to cucumber and pumpkin. Tea plantations were predominant in the early 80s and were partly removed and replaced by sugar cane plantation in the late 90s.",01212,"Cabbage, common",Brassica oleracea L. var. capitata,Brassicaceae,,,1-Jan,1-Jan,31/12,,0.3,kg/ha,90-120 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
MUS,Mauritius,Coastal Belt,"The regions covered are Plaisance, Beau Champ, Mon Choisy, Belle Mare, Medine, Bel Ombre","Major vegetables crops grown are onion, Brinjal, creepers, tomato, chillies. Sugar cane plantation are mostly found in the marginal lands which are being abondoned in the actual context. Most of the irrigation projects are found in these regions, plots of state land are being parcelled into settlements  of defined size and leased to Agricultural Cooperatives. The irrigation system used are mainly overhead sprinkler. Pineapple has been cultivated in particular regions over large extent.",01212,"Cabbage, common",Brassica oleracea L. var. capitata,Brassicaceae,,,1-Jan,1-Jan,31/12,,0.3,kg/ha,90-120 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
MUS,Mauritius,Inlands,"The regions covered are Rose Belle, Pamplemousse, Queen Victoria, Fuel, Palma, La Martiniere","Nearly all major vegetables crops are grown. Sugar cane plantation predominant. Most fruits orchards found eg. litchi, citrus, banana, pawpaw.",01212,"Cabbage, common",Brassica oleracea L. var. capitata,Brassicaceae,,,1-Jan,1-Jan,31/12,,0.3,kg/ha,90-120 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
MUS,Mauritius,Coastal Belt,"The regions covered are Plaisance, Beau Champ, Mon Choisy, Belle Mare, Medine, Bel Ombre","Major vegetables crops grown are onion, Brinjal, creepers, tomato, chillies. Sugar cane plantation are mostly found in the marginal lands which are being abondoned in the actual context. Most of the irrigation projects are found in these regions, plots of state land are being parcelled into settlements  of defined size and leased to Agricultural Cooperatives. The irrigation system used are mainly overhead sprinkler. Pineapple has been cultivated in particular regions over large extent.",01520,Cassava,Manihot esculenta Crantz,Euphorbiaceae,Manioc,,1-Jan,1-Jan,31/12,,"22,200",cuttings/ha,240-270 days,,,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,,,,,,,,
BFA,Burkina Faso,,,,0112,Maize (corn),,,,,7,,7,,,,,,,http://www.fao.org/giews/reports/en/ ; PERSONAL EMAIL,8,11,4,6,,,,
BFA,Burkina Faso,,,,0118,Millet,,,,,8,,8,,,,,,,http://www.fao.org/giews/reports/en/ ; PERSONAL EMAIL,9,12,5,7,,,,
BFA,Burkina Faso,,,,0113,Rice,,,,,1,,2,,,,,,,http://www.fao.org/giews/reports/en/ ; PERSONAL EMAIL,3,4,12,12,,,,
BFA,Burkina Faso,,,,0114,Sorghum,,,,,8,,8,,,,,,,http://www.fao.org/giews/reports/en/ ; PERSONAL EMAIL,3,4,5,7,,,,
MUS,Mauritius,Inlands,"The regions covered are Rose Belle, Pamplemousse, Queen Victoria, Fuel, Palma, La Martiniere","Nearly all major vegetables crops are grown. Sugar cane plantation predominant. Most fruits orchards found eg. litchi, citrus, banana, pawpaw.",01520,Cassava,Manihot esculenta Crantz,Euphorbiaceae,Manioc,,1-Jan,1-Jan,31/12,,"22,200",cuttings/ha,240-270 days,,,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,,,,,,,,
MUS,Mauritius,Central Plateau ,"The regions covered are La Marie , Plaine Sophie, Chamarel, St Pierre, Henrietta, La Brasserie, Nouvelle France, Highlands.","Major crops grown are onion, potato, crucifers, carrots and green vegetables. Due to the cool climate specific crops are grown and creepers are limited to cucumber and pumpkin. Tea plantations were predominant in the early 80s and were partly removed and replaced by sugar cane plantation in the late 90s.",01213,Cauliflower,Brassica oleracea L. var. botrytis,Brassicaceae,,,1-Jan,1-Jan,31/12,,0.185,kg/ha,105-120 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
MUS,Mauritius,Coastal Belt,"The regions covered are Plaisance, Beau Champ, Mon Choisy, Belle Mare, Medine, Bel Ombre","Major vegetables crops grown are onion, Brinjal, creepers, tomato, chillies. Sugar cane plantation are mostly found in the marginal lands which are being abondoned in the actual context. Most of the irrigation projects are found in these regions, plots of state land are being parcelled into settlements  of defined size and leased to Agricultural Cooperatives. The irrigation system used are mainly overhead sprinkler. Pineapple has been cultivated in particular regions over large extent.",01213,Cauliflower,Brassica oleracea L. var. botrytis,Brassicaceae,,,1-Jan,1-Jan,31/12,,0.185,kg/ha,105-120 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
MUS,Mauritius,Inlands,"The regions covered are Rose Belle, Pamplemousse, Queen Victoria, Fuel, Palma, La Martiniere","Nearly all major vegetables crops are grown. Sugar cane plantation predominant. Most fruits orchards found eg. litchi, citrus, banana, pawpaw.",01213,Cauliflower,Brassica oleracea L. var. botrytis,Brassicaceae,,,1-Jan,1-Jan,31/12,,0.185,kg/ha,105-120 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
MUS,Mauritius,Coastal Belt,"The regions covered are Plaisance, Beau Champ, Mon Choisy, Belle Mare, Medine, Bel Ombre","Major vegetables crops grown are onion, Brinjal, creepers, tomato, chillies. Sugar cane plantation are mostly found in the marginal lands which are being abondoned in the actual context. Most of the irrigation projects are found in these regions, plots of state land are being parcelled into settlements  of defined size and leased to Agricultural Cooperatives. The irrigation system used are mainly overhead sprinkler. Pineapple has been cultivated in particular regions over large extent.",01231,"Chili, goat",Capsicum pubescens Ruiz & Pav.,Solanaceae,,,1-Jan,1-Jan,31/12,,0.415,kg/ha,365 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
MUS,Mauritius,Inlands,"The regions covered are Rose Belle, Pamplemousse, Queen Victoria, Fuel, Palma, La Martiniere","Nearly all major vegetables crops are grown. Sugar cane plantation predominant. Most fruits orchards found eg. litchi, citrus, banana, pawpaw.",01231,"Chili, goat",Capsicum pubescens Ruiz & Pav.,Solanaceae,,,1-Jan,1-Jan,31/12,,0.415,kg/ha,180 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
MUS,Mauritius,Central Plateau ,"The regions covered are La Marie , Plaine Sophie, Chamarel, St Pierre, Henrietta, La Brasserie, Nouvelle France, Highlands.","Major crops grown are onion, potato, crucifers, carrots and green vegetables. Due to the cool climate specific crops are grown and creepers are limited to cucumber and pumpkin. Tea plantations were predominant in the early 80s and were partly removed and replaced by sugar cane plantation in the late 90s.",01701.01,"Common beans, dry",Phaseolus vulgaris L.,Fabaceae,,,1-Jan,1-Jan,31/12,,50-90,kg/ha,60-100 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
MUS,Mauritius,Coastal Belt,"The regions covered are Plaisance, Beau Champ, Mon Choisy, Belle Mare, Medine, Bel Ombre","Major vegetables crops grown are onion, Brinjal, creepers, tomato, chillies. Sugar cane plantation are mostly found in the marginal lands which are being abondoned in the actual context. Most of the irrigation projects are found in these regions, plots of state land are being parcelled into settlements  of defined size and leased to Agricultural Cooperatives. The irrigation system used are mainly overhead sprinkler. Pineapple has been cultivated in particular regions over large extent.",01701.01,"Common beans, dry",Phaseolus vulgaris L.,Fabaceae,,,1-Jan,1-Jan,31/12,,50-90,kg/ha,90-100 days,1-Jan,31/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,12,,,,,,
